udi,product_id,machine_type,factory_section,shift,air_temperature_K,process_temperature_K,temperature_difference,humidity_percent,rotational_speed_rpm,torque_Nm,pressure_bar,tool_wear_min,vibration_level,operational_hours,energy_consumption_kwh,maintenance_history,stress_score,machine_failure,failure_type
7800,L54979,L,Testing,Night,300.0,311.4,11.399999999999977,47,1374,41.9,5.7,96,Low,1065.0,143.31,Good,57.5706,0,
7801,M22660,M,Testing,Night,300.1,311.4,11.299999999999955,34,1524,40.6,6.18,98,High,7544.0,38.48,Poor,61.8744,0,
7802,L54981,L,Packaging,Morning,300.0,311.4,11.399999999999977,84,1383,49.6,4.44,101,Low,9471.0,81.28,Poor,68.5968,0,
7803,L54982,L,Testing,Evening,299.9,311.3,11.400000000000034,54,1429,58.2,3.9,103,Low,10726.0,88.69,Good,83.1678,0,
7804,M22663,M,Assembly,Night,299.8,311.3,11.5,29,1517,41.2,8.67,105,High,6778.0,126.14,Good,62.5004,0,
7805,M22664,M,Testing,Night,299.9,311.4,11.5,81,1480,44.9,1.21,108,Medium,600.0,121.12,Average,66.452,0,
7806,L54985,L,Production,Evening,299.9,311.4,11.5,67,1706,28.8,6.63,111,High,4654.0,98.27,Good,49.1328,0,
7807,L54986,L,Testing,Evening,300.0,311.5,11.5,76,1349,48.6,4.55,113,High,149.0,40.23,Average,65.5614,0,
7808,M22667,M,Production,Morning,300.0,311.5,11.5,30,1451,49.0,6.99,115,Low,9261.0,72.81,Good,71.099,0,
7809,L54988,L,Testing,Evening,299.9,311.4,11.5,26,1627,36.7,2.78,118,Medium,1087.0,31.86,Good,59.7109,0,
7810,M22669,M,Packaging,Night,300.0,311.4,11.399999999999977,41,1537,35.4,3.15,120,Low,6871.0,39.55,Good,54.4098,0,
7811,L54990,L,Assembly,Evening,300.1,311.5,11.399999999999977,36,2218,17.0,6.28,123,Medium,1215.0,49.45,Poor,37.706,0,
7812,M22671,M,Production,Morning,300.0,311.4,11.399999999999977,68,1466,39.0,9.82,125,Medium,4032.0,63.38,Good,57.174,0,
7813,L54992,L,Testing,Evening,300.0,311.5,11.5,78,1666,32.0,9.77,128,Low,9771.0,77.22,Poor,53.312,0,
7814,L54993,L,Cooling,Evening,300.0,311.5,11.5,31,1455,41.7,3.24,130,Medium,4534.0,113.69,Average,60.673500000000004,0,
7815,L54994,L,Cooling,Evening,300.0,311.4,11.399999999999977,56,1927,24.6,1.92,132,Medium,11416.0,23.01,Good,47.4042,0,
7816,M22675,M,Assembly,Night,299.9,311.3,11.400000000000034,53,1703,28.4,6.31,134,Low,3667.0,133.36,Good,48.365199999999994,0,
7817,L54996,L,Production,Night,299.8,311.2,11.399999999999977,70,1533,35.9,4.78,137,Medium,1758.0,148.97,Good,55.034699999999994,0,
7818,H37231,H,Packaging,Night,299.8,311.3,11.5,77,1785,25.4,7.86,139,Medium,10168.0,145.34,Average,45.339,0,
7819,L54998,L,Packaging,Night,299.8,311.2,11.399999999999977,49,2142,16.6,5.75,144,High,8044.0,75.25,Average,35.5572,0,
7820,L54999,L,Assembly,Morning,299.8,311.2,11.399999999999977,77,1369,46.2,5.6,146,Low,10343.0,71.92,Average,63.247800000000005,0,
7821,M22680,M,Packaging,Night,299.8,311.2,11.399999999999977,53,1706,29.2,6.82,148,Low,5900.0,87.9,Good,49.8152,0,
7822,L55001,L,Testing,Night,299.9,311.3,11.400000000000034,30,1802,24.4,2.14,151,Medium,4476.0,106.4,Good,43.968799999999995,0,
7823,H37236,H,Assembly,Morning,299.9,311.3,11.400000000000034,62,1413,41.8,7.09,153,Low,8117.0,56.09,Average,59.063399999999994,0,
7824,L55003,L,Production,Night,300.0,311.3,11.300000000000011,27,1484,53.2,5.4,158,High,2915.0,105.14,Poor,78.9488,0,
7825,L55004,L,Packaging,Night,299.9,311.3,11.400000000000034,59,1535,38.1,8.38,160,Low,1070.0,60.2,Poor,58.4835,0,
7826,M22685,M,Testing,Night,299.9,311.2,11.300000000000011,79,1579,35.5,2.25,162,Medium,7920.0,105.89,Average,56.0545,0,
7827,L55006,L,Packaging,Evening,299.8,311.1,11.300000000000011,71,1300,64.2,3.71,165,Medium,5612.0,104.85,Good,83.46,0,
7828,M22687,M,Assembly,Morning,299.8,311.1,11.300000000000011,57,1452,44.3,9.55,167,Low,307.0,20.11,Good,64.3236,0,
7829,M22688,M,Assembly,Night,299.8,311.1,11.300000000000011,27,1562,35.7,5.98,170,Low,359.0,133.26,Good,55.763400000000004,0,
7830,L55009,L,Packaging,Morning,299.8,311.2,11.399999999999977,83,1664,28.3,9.36,173,Medium,5125.0,45.03,Average,47.09120000000001,0,
7831,H37244,H,Assembly,Night,299.9,311.2,11.300000000000011,42,1495,35.8,7.2,175,Medium,4458.0,149.06,Good,53.520999999999994,0,
7832,M22691,M,Cooling,Evening,300.0,311.4,11.399999999999977,49,1533,42.6,9.34,180,Low,9074.0,91.51,Average,65.3058,0,
7833,L55012,L,Assembly,Night,300.0,311.4,11.399999999999977,44,1484,37.0,3.86,183,High,604.0,70.25,Average,54.908,0,
7834,L55013,L,Production,Night,300.0,311.4,11.399999999999977,53,1604,38.7,1.81,185,Low,9865.0,31.92,Good,62.0748,0,
7835,L55014,L,Packaging,Evening,300.0,311.4,11.399999999999977,42,1483,45.6,8.22,187,Low,1859.0,108.53,Poor,67.62480000000001,0,
7836,L55015,L,Cooling,Evening,300.1,311.5,11.399999999999977,51,1549,34.7,8.24,189,Medium,7614.0,66.77,Good,53.7503,0,
7837,L55016,L,Packaging,Morning,300.1,311.4,11.299999999999955,66,1604,35.0,6.57,191,Low,7860.0,145.19,Good,56.14,0,
7838,L55017,L,Assembly,Morning,300.2,311.5,11.300000000000011,50,1685,31.0,6.22,193,High,3894.0,131.45,Average,52.235,0,
7839,L55018,L,Cooling,Night,300.2,311.6,11.400000000000034,47,1372,49.2,9.23,195,Low,3690.0,36.17,Poor,67.50240000000001,0,
7840,L55019,L,Packaging,Night,300.3,311.6,11.300000000000011,29,1374,47.4,2.59,197,Low,7070.0,79.5,Average,65.1276,0,
7841,L55020,L,Assembly,Evening,300.2,311.6,11.400000000000034,35,1606,31.0,6.55,199,Low,9693.0,77.73,Average,49.786,0,
7842,L55021,L,Assembly,Night,300.1,311.5,11.399999999999977,43,1471,47.2,1.45,201,Medium,9080.0,112.14,Poor,69.4312,0,
7843,L55022,L,Packaging,Morning,300.1,311.5,11.399999999999977,36,1659,31.1,2.27,203,Medium,6385.0,55.48,Average,51.5949,0,
7844,M22703,M,Packaging,Evening,300.1,311.7,11.599999999999966,26,1400,48.5,4.94,205,Medium,3429.0,128.71,Average,67.9,0,
7845,L55024,L,Packaging,Evening,300.1,311.7,11.599999999999966,67,1503,42.6,8.39,208,Low,11136.0,142.39,Good,64.0278,0,
7846,L55025,L,Cooling,Evening,300.2,311.8,11.600000000000023,46,1798,23.2,7.6,210,Low,4112.0,91.8,Good,41.7136,0,
7847,M22706,M,Cooling,Night,300.2,311.6,11.400000000000034,50,1608,35.0,9.77,212,Medium,2192.0,140.54,Average,56.28,0,
7848,L55027,L,Production,Morning,300.2,311.6,11.400000000000034,57,1322,50.9,1.4,215,Low,3067.0,62.3,Average,67.2898,0,
7849,H37262,H,Cooling,Evening,300.2,311.6,11.400000000000034,48,1547,37.7,4.43,217,High,9361.0,61.25,Good,58.3219,0,
7850,M22709,M,Assembly,Morning,300.3,311.7,11.399999999999977,45,1374,47.9,2.43,222,Low,1775.0,114.03,Good,65.81459999999998,1,
7851,M22710,M,Cooling,Evening,300.3,311.7,11.399999999999977,70,1447,36.8,1.33,0,Medium,10904.0,77.77,Poor,53.2496,0,
7852,L55031,L,Packaging,Evening,300.4,311.7,11.300000000000011,42,1373,47.2,3.38,3,Low,4496.0,55.9,Average,64.80560000000001,0,
7853,L55032,L,Packaging,Morning,300.3,311.7,11.399999999999977,29,1515,37.5,3.2,5,Medium,387.0,60.25,Poor,56.8125,0,
7854,L55033,L,Cooling,Evening,300.3,311.7,11.399999999999977,32,1317,56.5,4.78,7,Low,885.0,128.21,Poor,74.4105,0,
7855,L55034,L,Assembly,Night,300.3,311.8,11.5,81,1551,37.2,2.26,9,Low,2416.0,104.11,Average,57.6972,0,
7856,M22715,M,Production,Morning,300.3,311.8,11.5,29,1592,32.1,5.4,11,Low,2938.0,122.89,Good,51.1032,0,
7857,L55036,L,Packaging,Morning,300.4,311.8,11.400000000000034,37,1433,42.2,9.28,14,Low,7329.0,73.66,Good,60.47260000000001,0,
7858,L55037,L,Testing,Evening,300.5,311.9,11.399999999999977,61,1432,43.1,7.73,16,Low,11929.0,142.05,Good,61.71920000000001,0,
7859,L55038,L,Production,Morning,300.5,311.9,11.399999999999977,53,1350,51.7,8.58,18,Medium,8237.0,135.79,Average,69.795,0,
7860,M22719,M,Testing,Night,300.5,311.9,11.399999999999977,56,1370,44.8,8.24,20,Medium,8218.0,24.65,Good,61.37599999999999,0,
7861,L55040,L,Testing,Evening,300.5,312.0,11.5,72,1415,44.6,4.51,23,Medium,10920.0,67.44,Average,63.109,0,
7862,L55041,L,Testing,Night,300.5,312.0,11.5,26,1498,42.9,7.38,25,Medium,1365.0,29.61,Average,64.2642,0,
7863,M22722,M,Packaging,Night,300.5,312.0,11.5,75,1382,54.1,7.79,27,Medium,3083.0,50.91,Good,74.7662,0,
7864,M22723,M,Packaging,Night,300.5,311.9,11.399999999999977,59,1511,44.5,2.85,30,Low,6001.0,140.34,Average,67.2395,0,
7865,L55044,L,Testing,Morning,300.5,311.9,11.399999999999977,39,1330,59.5,8.74,33,Low,8031.0,136.47,Good,79.135,0,
7866,L55045,L,Testing,Evening,300.5,311.9,11.399999999999977,89,1383,50.5,5.12,35,Low,11307.0,27.29,Good,69.8415,0,
7867,L55046,L,Production,Evening,300.5,311.9,11.399999999999977,62,1431,49.4,1.15,37,Medium,8243.0,24.65,Good,70.69139999999999,0,
7868,L55047,L,Packaging,Night,300.5,312.0,11.5,41,1461,38.1,6.79,39,Low,8130.0,103.97,Good,55.6641,0,
7869,H37282,H,Testing,Night,300.4,311.9,11.5,69,1438,46.7,7.09,41,Low,8362.0,50.66,Average,67.1546,0,
7870,M22729,M,Assembly,Evening,300.5,312.0,11.5,25,1779,27.7,5.97,46,Medium,10752.0,20.29,Average,49.278299999999994,0,
7871,M22730,M,Packaging,Evening,300.6,312.1,11.5,27,1293,52.3,2.91,49,Low,711.0,128.28,Average,67.62389999999999,0,
7872,L55051,L,Packaging,Night,300.6,312.2,11.599999999999966,76,1308,54.7,5.34,52,High,7328.0,69.96,Average,71.5476,0,
7873,L55052,L,Assembly,Evening,300.6,312.3,11.699999999999989,77,1532,37.2,4.6,54,High,3623.0,74.24,Average,56.9904,0,
7874,L55053,L,Testing,Night,300.7,312.4,11.699999999999989,27,1470,38.6,9.77,56,Low,5612.0,34.2,Average,56.742,0,
7875,L55054,L,Cooling,Night,300.7,312.3,11.600000000000023,71,1548,37.9,8.42,58,Low,3802.0,81.78,Average,58.6692,0,
7876,L55055,L,Packaging,Night,300.7,312.3,11.600000000000023,30,1898,24.0,7.86,60,Low,10868.0,120.91,Good,45.552,0,
7877,H37290,H,Testing,Night,300.7,312.2,11.5,70,1335,49.0,2.63,62,Medium,5524.0,58.95,Average,65.415,0,
7878,L55057,L,Assembly,Morning,300.7,312.3,11.600000000000023,85,1420,53.8,3.98,67,Low,8482.0,127.62,Average,76.396,0,
7879,L55058,L,Assembly,Evening,300.7,312.3,11.600000000000023,67,1418,49.0,4.42,69,Medium,10039.0,104.53,Good,69.482,0,
7880,M22739,M,Packaging,Evening,300.8,312.3,11.5,80,1535,40.3,5.43,71,Medium,10417.0,73.96,Good,61.860499999999995,0,
7881,H37294,H,Assembly,Evening,300.7,312.4,11.699999999999989,44,1457,47.2,1.27,74,Low,1728.0,85.6,Average,68.77040000000001,0,
7882,L55061,L,Assembly,Night,300.8,312.4,11.599999999999966,71,1493,39.1,6.34,79,Low,8007.0,34.53,Average,58.3763,0,
7883,H37296,H,Testing,Morning,300.7,312.3,11.600000000000023,78,1670,27.3,4.22,81,Medium,3472.0,136.21,Good,45.591,0,
7884,H37297,H,Assembly,Evening,300.7,312.3,11.600000000000023,65,1446,45.4,6.06,86,Low,11288.0,136.2,Good,65.6484,0,
7885,L55064,L,Cooling,Night,300.8,312.4,11.599999999999966,55,1465,59.1,1.08,91,Medium,8308.0,69.72,Good,86.5815,1,
7886,L55065,L,Testing,Night,300.7,312.3,11.600000000000023,88,1590,36.3,3.89,93,Low,9889.0,105.66,Good,57.71699999999999,0,
7887,M22746,M,Testing,Morning,300.6,312.2,11.599999999999966,82,2174,18.5,7.92,95,Medium,9358.0,119.4,Good,40.219,0,
7888,L55067,L,Packaging,Morning,300.7,312.4,11.699999999999989,79,1590,37.9,5.51,98,High,3239.0,127.34,Good,60.261,0,
7889,L55068,L,Testing,Night,300.7,312.3,11.600000000000023,70,1577,33.2,8.1,100,High,11743.0,114.21,Good,52.3564,0,
7890,M22749,M,Packaging,Evening,300.7,312.4,11.699999999999989,48,1371,61.7,7.29,102,Low,2359.0,85.15,Good,84.5907,0,
7891,L55070,L,Assembly,Night,300.8,312.4,11.599999999999966,61,1767,25.6,8.69,105,Low,2350.0,110.72,Average,45.235200000000006,0,
7892,L55071,L,Production,Morning,300.8,312.5,11.699999999999989,65,1517,39.2,1.07,107,Medium,6221.0,143.16,Good,59.4664,0,
7893,M22752,M,Cooling,Night,300.9,312.6,11.700000000000045,49,1555,40.6,3.35,109,Low,11065.0,81.29,Average,63.133,0,
7894,L55073,L,Cooling,Night,300.9,312.7,11.800000000000011,53,1416,43.8,5.94,112,Low,8281.0,30.63,Average,62.020799999999994,0,
7895,M22754,M,Assembly,Morning,300.8,312.6,11.800000000000011,55,1588,35.6,9.47,114,High,383.0,125.12,Average,56.5328,0,
7896,L55075,L,Production,Morning,300.8,312.6,11.800000000000011,26,1422,50.0,7.12,117,Low,11280.0,113.76,Good,71.1,0,
7897,L55076,L,Testing,Night,300.8,312.6,11.800000000000011,36,1376,53.6,5.11,119,Low,5825.0,58.6,Good,73.7536,0,
7898,L55077,L,Production,Morning,300.8,312.5,11.699999999999989,29,1434,50.7,2.17,121,Low,8018.0,96.47,Poor,72.7038,0,
7899,L55078,L,Testing,Evening,300.8,312.5,11.699999999999989,85,1423,47.3,5.44,123,Medium,5337.0,29.47,Average,67.30789999999999,0,
7900,L55079,L,Testing,Evening,300.9,312.4,11.5,80,1364,52.5,4.97,125,Medium,8894.0,82.27,Average,71.61,0,
7901,L55080,L,Testing,Evening,300.8,312.4,11.599999999999966,61,1825,23.8,8.01,127,Low,9655.0,71.87,Good,43.435,0,
7902,L55081,L,Production,Morning,300.8,312.4,11.599999999999966,60,1365,44.5,4.72,129,Low,11644.0,52.6,Good,60.7425,0,
7903,M22762,M,Assembly,Night,300.7,312.3,11.600000000000023,53,1430,47.2,3.87,131,Low,4175.0,39.99,Good,67.496,0,
7904,L55083,L,Testing,Night,300.8,312.3,11.5,62,1435,44.8,1.81,134,Medium,6262.0,64.68,Good,64.288,0,
7905,M22764,M,Assembly,Night,300.8,312.4,11.599999999999966,65,1811,25.1,1.42,136,Low,7736.0,141.7,Good,45.456100000000006,0,
7906,M22765,M,Testing,Night,300.8,312.4,11.599999999999966,57,1465,43.7,4.95,139,High,5837.0,86.78,Good,64.02050000000001,0,
7907,L55086,L,Assembly,Evening,300.9,312.4,11.5,37,1372,51.0,4.12,142,Low,9092.0,46.15,Good,69.972,0,
7908,L55087,L,Assembly,Night,300.8,312.3,11.5,30,1858,26.3,6.0,144,High,9051.0,128.61,Average,48.8654,0,
7909,L55088,L,Assembly,Night,300.7,312.3,11.600000000000023,32,1715,26.8,7.41,146,Low,8102.0,55.02,Average,45.962,0,
7910,L55089,L,Packaging,Morning,300.7,312.2,11.5,88,1590,38.5,1.36,148,Medium,7172.0,124.35,Good,61.215,0,
7911,M22770,M,Production,Morning,300.8,312.2,11.399999999999977,33,1664,25.7,5.47,150,Low,1593.0,22.17,Poor,42.764799999999994,0,
7912,L55091,L,Testing,Night,300.7,312.1,11.400000000000034,47,1512,36.9,8.76,153,Low,9106.0,140.04,Average,55.79279999999999,0,
7913,L55092,L,Testing,Evening,300.7,312.1,11.400000000000034,45,1498,44.0,5.1,155,High,472.0,89.49,Good,65.912,0,
7914,L55093,L,Packaging,Evening,300.7,312.1,11.400000000000034,25,1395,41.9,5.69,157,High,5687.0,119.22,Good,58.4505,0,
7915,H37328,H,Assembly,Evening,300.7,312.1,11.400000000000034,70,1490,43.1,5.38,159,Low,7171.0,60.85,Good,64.219,0,
7916,H37329,H,Assembly,Morning,300.8,312.1,11.300000000000011,86,1527,35.1,4.51,164,Medium,11290.0,129.98,Average,53.5977,0,
7917,L55096,L,Testing,Evening,300.8,312.1,11.300000000000011,26,1512,37.1,1.99,169,Medium,2991.0,109.91,Good,56.095200000000006,0,
7918,L55097,L,Cooling,Morning,300.9,312.1,11.200000000000045,68,1474,42.4,2.14,171,High,6686.0,26.12,Good,62.4976,0,
7919,L55098,L,Testing,Evening,300.8,312.1,11.300000000000011,29,1505,41.3,2.61,173,Low,7723.0,25.28,Good,62.156499999999994,0,
7920,L55099,L,Testing,Morning,300.8,312.0,11.199999999999989,63,1496,40.0,8.13,175,Medium,3419.0,66.93,Average,59.84,0,
7921,L55100,L,Packaging,Morning,300.8,312.0,11.199999999999989,69,1382,49.3,3.48,177,Low,10481.0,26.74,Good,68.1326,0,
7922,L55101,L,Assembly,Morning,300.7,311.9,11.199999999999989,37,1419,47.7,9.53,179,Low,10741.0,25.63,Good,67.6863,0,
7923,L55102,L,Production,Night,300.7,311.9,11.199999999999989,56,1462,39.7,8.29,181,High,4067.0,69.09,Good,58.0414,0,
7924,M22783,M,Testing,Morning,300.8,312.0,11.199999999999989,67,1450,45.0,7.16,183,Low,922.0,50.01,Good,65.25,0,
7925,H37338,H,Testing,Morning,300.7,311.9,11.199999999999989,32,1389,46.5,7.48,186,Low,321.0,65.61,Good,64.5885,0,
7926,M22785,M,Production,Morning,300.7,311.9,11.199999999999989,83,1697,28.2,1.43,191,Medium,6980.0,72.46,Good,47.8554,0,
7927,L55106,L,Packaging,Evening,300.7,311.9,11.199999999999989,35,1335,57.1,6.12,194,Medium,9679.0,31.14,Good,76.2285,1,
7928,L55107,L,Cooling,Morning,300.7,311.9,11.199999999999989,52,1476,42.0,9.47,196,Low,3988.0,98.77,Good,61.992,0,
7929,L55108,L,Packaging,Night,300.6,311.7,11.099999999999966,63,1497,43.6,1.35,198,Low,10452.0,65.23,Good,65.2692,0,
7930,M22789,M,Testing,Evening,300.6,311.6,11.0,50,1669,29.2,3.62,200,High,5400.0,118.9,Good,48.73479999999999,0,
7931,L55110,L,Packaging,Evening,300.6,311.6,11.0,50,1455,48.0,1.46,203,Low,3370.0,148.86,Good,69.84,0,
7932,L55111,L,Production,Night,300.7,311.7,11.0,56,1499,38.4,6.13,205,Medium,10217.0,69.6,Good,57.5616,0,
7933,L55112,L,Packaging,Morning,300.7,311.8,11.100000000000023,70,1478,41.9,2.05,207,Medium,4793.0,116.45,Good,61.9282,0,
7934,L55113,L,Testing,Morning,300.8,311.8,11.0,52,1928,21.8,5.31,209,Low,11243.0,58.38,Good,42.0304,0,
7935,M22794,M,Production,Evening,300.8,311.9,11.099999999999966,31,1621,28.3,7.48,211,High,7666.0,125.46,Good,45.874300000000005,0,
7936,M22795,M,Production,Night,300.8,311.9,11.099999999999966,59,1356,44.3,2.48,214,Medium,4093.0,108.79,Poor,60.0708,0,
7937,L55116,L,Testing,Evening,300.8,311.7,10.899999999999977,46,1490,46.4,7.8,217,Low,2698.0,52.4,Poor,69.136,0,
7938,L55117,L,Testing,Evening,300.8,311.7,10.899999999999977,46,1578,31.4,1.54,219,Medium,1766.0,79.88,Good,49.5492,0,
7939,L55118,L,Testing,Morning,300.8,311.7,10.899999999999977,27,1681,31.3,2.35,221,Medium,11373.0,124.8,Good,52.615300000000005,0,
7940,L55119,L,Cooling,Morning,300.8,311.8,11.0,70,1417,43.4,3.52,223,Medium,4857.0,112.23,Poor,61.4978,0,
7941,M22800,M,Testing,Night,300.7,311.7,11.0,74,1532,40.0,8.16,0,High,10406.0,24.11,Average,61.28,0,
7942,M22801,M,Packaging,Evening,300.7,311.7,11.0,32,1499,38.9,8.65,3,Low,11044.0,20.2,Average,58.311099999999996,0,
7943,L55122,L,Assembly,Night,300.8,311.7,10.899999999999977,28,1432,45.8,2.98,6,Low,11460.0,118.0,Average,65.58559999999999,0,
7944,L55123,L,Cooling,Evening,300.8,311.7,10.899999999999977,39,1753,29.0,1.86,8,Low,1654.0,78.97,Poor,50.837,0,
7945,L55124,L,Cooling,Night,300.8,311.7,10.899999999999977,68,1414,49.0,8.63,10,Low,6215.0,86.49,Good,69.286,0,
7946,L55125,L,Assembly,Night,300.8,311.7,10.899999999999977,63,1655,32.2,6.84,12,Low,5537.0,145.4,Good,53.291000000000004,0,
7947,L55126,L,Packaging,Night,300.8,311.6,10.800000000000011,53,1516,35.6,2.42,14,High,6341.0,37.19,Good,53.9696,0,
7948,L55127,L,Cooling,Night,300.8,311.7,10.899999999999977,86,1426,45.5,6.02,16,Medium,9372.0,24.19,Average,64.883,0,
7949,L55128,L,Cooling,Evening,300.8,311.7,10.899999999999977,58,1479,39.4,8.85,18,Medium,187.0,44.57,Average,58.2726,0,
7950,M22809,M,Testing,Night,300.7,311.5,10.800000000000011,50,1569,36.4,1.63,20,Medium,7215.0,112.63,Good,57.111599999999996,0,
7951,L55130,L,Production,Evening,300.8,311.6,10.800000000000011,42,1568,36.0,1.75,23,Medium,10992.0,43.68,Good,56.448,0,
7952,M22811,M,Cooling,Night,300.9,311.8,10.900000000000034,87,1843,24.5,3.46,25,Low,2803.0,88.72,Average,45.1535,0,
7953,M22812,M,Packaging,Morning,300.9,311.9,11.0,76,1480,40.9,6.87,28,High,11251.0,131.23,Good,60.532,0,
7954,L55133,L,Production,Evening,301.0,312.0,11.0,78,1447,36.8,2.6,31,Low,2518.0,129.25,Average,53.2496,0,
7955,L55134,L,Assembly,Evening,301.0,311.9,10.899999999999977,66,1454,41.9,8.35,33,High,10714.0,47.34,Average,60.922599999999996,0,
7956,M22815,M,Cooling,Evening,300.9,311.9,11.0,78,1310,56.1,7.75,35,Medium,4247.0,136.63,Good,73.491,0,
7957,H37370,H,Packaging,Night,300.9,311.9,11.0,76,1513,38.0,6.05,38,Low,1847.0,149.2,Good,57.494,0,
7958,H37371,H,Assembly,Evening,300.9,311.9,11.0,37,2140,16.5,2.04,43,Medium,8332.0,146.62,Poor,35.31,0,
7959,L55138,L,Testing,Night,301.0,312.1,11.100000000000023,56,1377,49.9,9.89,48,Medium,10430.0,135.85,Good,68.7123,0,
7960,L55139,L,Testing,Night,301.0,312.1,11.100000000000023,82,1585,32.3,5.41,50,Low,138.0,28.21,Average,51.195499999999996,0,
7961,H37374,H,Production,Morning,301.1,312.2,11.099999999999966,63,1491,42.6,5.07,52,Medium,11376.0,101.53,Average,63.5166,0,
7962,L55141,L,Assembly,Morning,301.0,312.2,11.199999999999989,51,1264,59.0,9.96,57,Low,7143.0,77.2,Average,74.576,0,
7963,L55142,L,Production,Morning,301.0,312.2,11.199999999999989,78,1372,47.0,8.77,59,Low,11971.0,56.31,Average,64.484,0,
7964,L55143,L,Assembly,Night,301.0,312.2,11.199999999999989,67,1510,39.9,5.11,61,High,2251.0,61.02,Good,60.249,0,
7965,L55144,L,Assembly,Evening,300.9,312.1,11.200000000000045,76,1423,40.2,4.77,63,Medium,4037.0,142.6,Average,57.204600000000006,0,
7966,L55145,L,Testing,Evening,301.1,312.3,11.199999999999989,38,1464,35.3,1.86,65,High,6986.0,143.76,Good,51.679199999999994,0,
7967,L55146,L,Production,Morning,301.0,312.2,11.199999999999989,32,1602,35.9,9.34,67,Medium,10382.0,33.16,Average,57.511799999999994,0,
7968,M22827,M,Testing,Evening,301.0,312.2,11.199999999999989,59,1629,32.6,8.59,69,Low,308.0,46.48,Good,53.1054,0,
7969,L55148,L,Assembly,Morning,300.9,312.2,11.300000000000011,42,1811,23.2,3.79,72,Medium,699.0,139.34,Poor,42.0152,0,
7970,L55149,L,Testing,Morning,300.9,312.1,11.200000000000045,79,1711,28.8,7.78,74,Medium,8896.0,99.81,Poor,49.2768,0,
7971,M22830,M,Production,Evening,300.9,312.1,11.200000000000045,76,1297,48.6,7.86,76,High,10815.0,111.82,Average,63.034200000000006,0,
7972,L55151,L,Production,Evening,301.0,312.1,11.100000000000023,73,1405,46.1,3.05,79,Low,3809.0,65.18,Good,64.7705,0,
7973,L55152,L,Packaging,Night,301.1,312.2,11.099999999999966,32,1397,54.9,6.52,81,High,10448.0,51.37,Good,76.6953,0,
7974,L55153,L,Testing,Evening,301.1,312.3,11.199999999999989,61,1682,29.7,3.3,83,High,7826.0,77.91,Good,49.955400000000004,0,
7975,L55154,L,Packaging,Evening,301.2,312.3,11.100000000000023,65,1528,38.4,8.11,85,Medium,313.0,64.3,Average,58.6752,0,
7976,M22835,M,Assembly,Morning,301.2,312.3,11.100000000000023,51,1548,38.3,2.38,87,High,5823.0,142.79,Average,59.288399999999996,0,
7977,H37390,H,Testing,Night,301.2,312.4,11.199999999999989,44,1395,47.8,7.02,90,Low,6652.0,41.44,Average,66.681,0,
7978,L55157,L,Cooling,Evening,301.2,312.4,11.199999999999989,62,1378,59.0,3.93,95,High,9868.0,148.92,Average,81.302,0,
7979,L55158,L,Packaging,Night,301.2,312.4,11.199999999999989,36,1480,53.5,1.33,97,Medium,11110.0,137.84,Good,79.18,0,
7980,M22839,M,Production,Night,301.2,312.4,11.199999999999989,66,1428,36.6,2.11,99,Low,10416.0,94.25,Poor,52.2648,0,
7981,M22840,M,Packaging,Morning,301.2,312.4,11.199999999999989,74,1505,39.6,6.89,102,High,6338.0,64.52,Good,59.598,0,
7982,L55161,L,Testing,Morning,301.0,312.3,11.300000000000011,55,1445,36.4,3.16,105,Low,8560.0,114.07,Good,52.598,0,
7983,L55162,L,Packaging,Evening,301.0,312.3,11.300000000000011,89,1488,42.6,6.68,107,Low,2508.0,82.49,Average,63.3888,0,
7984,L55163,L,Production,Morning,301.0,312.2,11.199999999999989,77,1601,33.0,4.73,109,Medium,10869.0,68.74,Poor,52.833,0,
7985,L55164,L,Packaging,Night,301.0,312.3,11.300000000000011,64,1550,34.9,7.23,111,Low,8072.0,63.23,Good,54.095,0,
7986,L55165,L,Packaging,Morning,301.0,312.2,11.199999999999989,63,1540,34.1,5.44,113,Low,4878.0,30.42,Good,52.514,0,
7987,L55166,L,Cooling,Morning,301.1,312.3,11.199999999999989,34,1587,34.5,3.78,115,Medium,922.0,76.51,Average,54.7515,0,
7988,H37401,H,Assembly,Night,301.0,312.2,11.199999999999989,53,1489,40.3,2.31,117,Low,11927.0,52.22,Poor,60.006699999999995,0,
7989,L55168,L,Production,Night,301.1,312.3,11.199999999999989,64,1486,34.9,4.07,122,Low,6200.0,22.53,Poor,51.8614,0,
7990,L55169,L,Assembly,Morning,301.1,312.4,11.299999999999955,54,1430,37.9,6.71,124,Low,2695.0,50.33,Good,54.197,0,
7991,M22850,M,Cooling,Morning,301.1,312.4,11.299999999999955,26,1809,25.1,7.66,126,Low,8217.0,50.52,Average,45.4059,0,
7992,L55171,L,Testing,Morning,301.1,312.3,11.199999999999989,52,1534,39.0,2.44,129,Medium,4053.0,59.29,Average,59.826,0,
7993,M22852,M,Testing,Night,301.1,312.3,11.199999999999989,71,1852,25.9,6.98,131,Medium,3931.0,142.9,Average,47.96679999999999,0,
7994,L55173,L,Cooling,Night,301.1,312.3,11.199999999999989,56,1595,31.9,2.61,134,High,10391.0,136.95,Good,50.8805,0,
